Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on June 9, 2024",Rachel M. Burke,yes,-,These cut well!,Solid product and cuts very well.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3RLGC2QIJ9U02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 8, 2024",Amazon Customer,yes,-,"Sharp! Very, very sharp!",Second pair in 8 years. remains very sharp.,5,-,-,https://www.amazon.com/gp/customer-reviews/R19699RNCEAJ05/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on June 7, 2024",Tracy,yes,-,Great!,Perfect daily scissors for home.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1F9RMOZJ11ETP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 7, 2024",Frequent Buyer,yes,-,i love these,ease of cutting comfort good grip,5,-,-,https://www.amazon.com/gp/customer-reviews/RULQDSKTBEYAZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 6, 2024",Blue Eyes,yes,-,"Strong, sharp and durable.",I have several of these scissors and have found them to be as stated in the headline. The cost is reasonable.,5,-,-,https://www.amazon.com/gp/customer-reviews/R32QRV4AP330LH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 5, 2024",Trailwalker,yes,-,Especially well made.,"Started used small scissors when I had wrist surgery and discovered it was far easier to use small pairs of scissors when hand/wrist mobility is reduced. Now that I have my mobility back, I still prefer them over larger scissors. This particular pair is especially well made.",5,-,-,https://www.amazon.com/gp/customer-reviews/R10RCYBHD12J35/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 4, 2024",R. Miller,yes,-,Buy It,"I purchased these a year ago and they have been the best scissors.  I use them to cut meat, pizza, paper, fabric, cat fur mats, hair, cloth, flower stems, everything!  They are always sharp.  I have sharpened the a couple of times and they were like new again.  I just purchased them again to have more at hand.  This is a great product.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3F670ZU5IRM5J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 3, 2024",stephen porter,yes,-,Good price,They function very well at the moment let's see what happens over time,5,-,-,https://www.amazon.com/gp/customer-reviews/RN1PAFGJR2YHQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 31, 2024",RevPev,yes,-,Sharp. Handy size,Perfect little scissors. Very sharp point. Not for kids!  Excellent weight and cuts great. Couldn’t be better. Don’t hesitate. Get them.,5,-,-,https://www.amazon.com/gp/customer-reviews/R47ZD55W486WK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 30, 2024",Loren Olson,yes,-,Great value,"I use these for scrapbooking, wonderful clean cuts and what a value",5,-,-,https://www.amazon.com/gp/customer-reviews/R2OCE00ASBVA4B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 29, 2024",J. L.,yes,-,quality product,love these.  They do the job and are well made.,5,-,-,https://www.amazon.com/gp/customer-reviews/R5L8EUJX6LCDV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 27, 2024",Pedro Hernanadez,yes,-,el jefe,Good quality scissors,5,-,-,https://www.amazon.com/gp/customer-reviews/R3NPCLW5EXMLU7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 27, 2024",samantha,yes,-,Sharp,Love these! Great cutting job! Will buy again,5,-,-,https://www.amazon.com/gp/customer-reviews/R1PL9JM09S7IW9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 26, 2024",Joey October,yes,-,The Devil himself is not so sharp!,Such cut... such carve!  Such excellence in scissors!,5,-,-,https://www.amazon.com/gp/customer-reviews/R2UCMO1HCWO32M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 18, 2024",Rick Sundberg,yes,-,good sharp scissors,good sharp cuts,5,-,-,https://www.amazon.com/gp/customer-reviews/R22RE2BAPY27RI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 16, 2024",Donna Costigan,yes,-,Great,"Very pleased, good price, arrived quickly, and work great.",5,-,-,https://www.amazon.com/gp/customer-reviews/R10A4VFG9IWNQ8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 9, 2024",Katherine Vogt,yes,-,Awesome,"I’m a designer and these are the best scissors for cleaning cutting that I have purchased,  second pair - and when the first finally broke I had to have these.  Quick delivery.  Will buy again.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3V2QC6ZYLLEK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 6, 2024",WeaverGrace,yes,-,Stay sharp,"My pair of these scissors has stayed sharp for years, so I bought two more to replace other scissors that haven't held up so well. Also, they feel good in my hand. They're good for meticulously careful cutting.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1NQMKBV9OU49V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 4, 2024",Crimson,yes,-,Perfect!,I need to get a lot of tight spots for my crafts and these work perfectly for them! Definitely recommend!,5,-,-,https://www.amazon.com/gp/customer-reviews/R3Q8TQ51MANXEF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 26, 2024",Susie Takach Seligman,yes,-,Good  general Use Cutting Tool,Arrived quickly and in excellent condition. These have a longer blade surface than the original Fiskals orange handled mini scissors. These have been nice to have at hand for quick small cutting. I don’t find thry work as well for fussy cutting as the blades are a little long.,5,-,-,https://www.amazon.com/gp/customer-reviews/RBM8F8J8U8EFF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 26, 2024",charlotte lunsford,yes,-,love these,cuts thin and thick material smoothly,5,-,-,https://www.amazon.com/gp/customer-reviews/R2VYWTZDEAGH1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 25, 2024",J McKoy,yes,-,Great scissors,Suit might needs. Sturdy pair of scissors,5,-,-,https://www.amazon.com/gp/customer-reviews/R1KOXUX45BYY1O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 24, 2024",Gordon Campbell,yes,-,they work,Do what they are supposed to do,5,-,-,https://www.amazon.com/gp/customer-reviews/R315AR21GHPF17/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 23, 2024",Wayne Richard,yes,-,Work great,"Well built and work great, bought them previously for another residence as well.",5,-,-,https://www.amazon.com/gp/customer-reviews/RG13042OFKC9J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 16, 2024",Logan Buchanan,yes,-,Works well,Ease of cutting.  Finger holes are small for man hands but the work well for the intended purpose.,5,-,-,https://www.amazon.com/gp/customer-reviews/RP7ZU63HIOHJK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 15, 2024",Karen B,yes,-,Great dual pack,Like how feels & that got 2 in pack,5,-,-,https://www.amazon.com/gp/customer-reviews/R16IBG04P53P99/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 13, 2024",Walt Wilson,yes,-,Good scissors,Good buy for the price.  They do the job.,5,-,-,https://www.amazon.com/gp/customer-reviews/RZDGJD6Y1FRG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 11, 2024",Jenn Love,yes,-,Great size,These are great size perfect for trim work and not too sharp like some reviews said…,5,-,-,https://www.amazon.com/gp/customer-reviews/RU3XFO5OM17Y3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 10, 2024",Cadence Williams,yes,-,Cut nicely,great. nice price for 2,5,-,-,https://www.amazon.com/gp/customer-reviews/R19JRW23D6LSKZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 9, 2024",Barbara A. Goehler,yes,-,"The perfect scissors for sm jobs! Very sharp, cuts well","Liked everything, as I expected",5,-,-,https://www.amazon.com/gp/customer-reviews/R3VUOUNGUC0OOL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 9, 2024",Karen,yes,-,Still in use after 6 years,"This is a great set of scissors for everyday use. As a kindergarten teacher, I need good teacher scissors for all the student project prep and classroom decor needs. I love these scissors and bought some more for my house as well.",5,-,-,https://www.amazon.com/gp/customer-reviews/RY46VI9HR6B40/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 7, 2024",Barbara,yes,-,Makes clean cuts,"Maybe it’s because the couple of my recent scissor purchases were super cheap, but these scissors are very sharp to make clean cuts.  Comfortable handling.  Happy with my purchase.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3ADMW76Y2ELIC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 5, 2024",jutta battaglia,yes,-,Scissors,Got them for myself I love them very sharp and easy to use just what I needed.,5,-,-,https://www.amazon.com/gp/customer-reviews/RF4DGEB8MEINW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 5, 2024",Amazon Customer,yes,-,excellent quality for this price point,Very good,5,-,-,https://www.amazon.com/gp/customer-reviews/R3LPC676D41FG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 4, 2024",T Gaz,yes,-,Great Buy,I was really impressed how well these scissors performed.,5,-,-,https://www.amazon.com/gp/customer-reviews/R2SWU2TPBP7UO3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 3, 2024",Kayla,yes,-,Scissors,"Sharp, sturdy scissors!",5,-,-,https://www.amazon.com/gp/customer-reviews/R10DGZZNQ8WX9S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 2, 2024",Vicki,yes,-,Perfect yarn for my crafts!,These work great for all my yarn crafts.  They are sharp and cut evenly without creating fraying.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3IWXVNU2V54OW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 2, 2024",Jgirl,yes,-,Nice size. Very sharp,Nice size. Very sharp,5,-,-,https://www.amazon.com/gp/customer-reviews/R319EM2VTXDKV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on April 1, 2024",MARY  WHITIS,yes,-,Perfect size,"Good quality,  light weight",5,-,-,https://www.amazon.com/gp/customer-reviews/R3DQBZ8AF4N6L8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 2, 2020",MT,yes,-,Worked Fine For A Short Time And Then It Snapped In Half,"Both scissors worked fine for a couple of months.  Used them for light tasks such as cutting paper or plastic bags in the kitchen.  Then suddenly both snapped at the middle where both pieces join.  There isn't a true nut holding them together, rather it is a ""molded"" nut threaded into the plastic.  The plastic at the joint broke into 4 pieces.  I don't know how this scissors could be 5-star rated when there are so many other purchasers reporting similar issues.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2LB7Y66RJPHUL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 9, 2020",J. Quigley,yes,-,Great scissors poor quality control,"Love the older pair scissors,  thought I would by the same brand. The quality control on these scissors is horrible. Ordered one as I needed a new pair of scissors and both came with cracks near the metal. They would break with ant use, similar to other reviews. I got replacements hoping it was just those and the cracks in the plastic on the second order were worse!Not ordering again until the quality control is fixed.",1,-,-,https://www.amazon.com/gp/customer-reviews/RJOKCY45703QI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 4, 2020",DLNH,yes,-,One of the two pairs was defective,"I should have known not to try and buy cheap with sewing scissors, you get what you pay for.  One of the two pairs in this ""Two Pack"" was defective, with a notch in the blade, causing it to be useless for cutting material.  The other pair is barely acceptable.  I will not be buying this brand again,  I will instead spend a little more and get a good pair of Fiskars.",1,-,-,https://www.amazon.com/gp/customer-reviews/R1VYXCFWKX2OUO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 6, 2020",Jen Lovely,yes,-,Absolute garbage!,I threw them in the trash the day after I received them!  Yes I should’ve sent back for a refund but I was upset.  Both pairs were completely dull and wouldn’t cut through thin plastic packagaing much less thin rope that I tried.  I thought this was a good brand.  Fooled me.  Will be buying scissors in person from Walmart again.  Do not bother wasting your money!,1,-,-,https://www.amazon.com/gp/customer-reviews/R1ZVG53VN2L1WX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 23, 2021",Placeholder,yes,-,Didn’t last,The plastic near the screw cracked and broke on its own.. i have been using scissors fromother brands for so many years but got this because of its unique shape- mostly to cut small packets in the kitchen..not even herbs or anything (easier to chop). I wouldn’t recommend or purchase again.,1,-,-,https://www.amazon.com/gp/customer-reviews/R3PE0BH58UST1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on June 11, 2020",Bribass58,yes,-,"CHEAP, became dull/useless fast !","I live alone. I mention this to point out the fact that I am the ONLY one who uses these and VERY SELDOM, at that. I have NEVER used them on anything other than usual household applications, i.e. paper, cardboard, string, light plastic food wrappings. BOTH OF THESE became DULL to the point of being USELESS after just ove one year. RIDICULOUS !",1,-,-,https://www.amazon.com/gp/customer-reviews/RQIQLDLE93E74/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 15, 2020",Susannah,yes,-,Won’t last long - poor quality of craftsmanship,We bought our first pair of these scissors in 2010 and they lasted 9 years. We replace them thinking the quality would be the same and were sadly mistaken. This pair lasted six months before partially breaking and 11 before fully breaking. Go and find a better brand as this company’s quality has taken a step back.,1,-,-,https://www.amazon.com/gp/customer-reviews/R4AF4A39C5QCO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 23, 2019",Mr. Practical,yes,-,Broken handle when received,One pair of scissors was fine.  The other had cracks in the handle between the pivot screw and the thumb hole. One on each handle.I returned them and after reading the other  critical reviews decided not to re-order. It's kind of a shame because they were really sharp and fit my hand pretty well. Can't buy stuff from China that arrives already broken.,1,-,-,https://www.amazon.com/gp/customer-reviews/RKISY2QBSQLT4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 18, 2020",big Sorel slipper fan,yes,-,broken because the design is flawed,the pivot screw should not be on the molded plastic.  the plastic broke and now they are useless unless i take the time to add a washer under the screw head and jury rigg it.  nope.  just not doing that.  will buy a different brand with better mechanical design.  lesson learned....,1,-,-,https://www.amazon.com/gp/customer-reviews/R2EVL3WBQ9OLBJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 8, 2020",Me,yes,-,3 months use,How often do you use scissors?  It has been ONLY three monthsand I went to cut paper and the handle cracked in half.  It wasn'ta glue issue or I could have fixed that.  DO not buy.  I feel we arebeing taken advantage of with these inferior products.,1,-,-,https://www.amazon.com/gp/customer-reviews/R1F1NG4YHVKKCA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 29, 2021",Dean,yes,-,Light weight cheap scissors,"You get what you pay for. These are small lightweight scissors. I have average sized hands and I can’t get my fingers into the lower handle. They feel so cheaply made. They are sharp though, but feel so cheap.",1,-,-,https://www.amazon.com/gp/customer-reviews/R18Y4VXK2GRA61/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
